,length,width,class
91,5.620769068969567,5.774799193786252,1
92,5.596619335718702,7.352799077899869,1
93,5.350237216635724,6.195238968992757,1
94,6.464716922933734,5.579807154617552,1
95,5.2086405922720225,6.217315722975528,1
96,6.678565770761,6.611362441182633,1
97,6.202747093684368,6.4538729036205265,1
98,5.9978695952667485,5.09243595660984,1
99,6.800115537306789,7.090303712448381,1
100,5.655270389406553,6.030364846649211,1
101,5.361224273775409,5.640703613829728,1
102,5.469084714720051,5.950997606911912,1
103,6.317883307075421,5.667738364815565,1
104,6.805158859139899,6.531473713907247,1
105,6.2184616259250225,5.539868528713223,1
106,5.525905971125651,5.5615375875813635,1
107,6.10308848356419,5.687747189435664,1
108,5.980471158213998,6.516903932520678,1
109,6.629018310703638,6.889016579512999,1
110,5.956508299907359,5.763676390896391,1
111,5.701132713057452,5.969299799365313,1
112,5.900445361951936,5.466705474320911,1
113,5.917867672535462,5.952215364248692,1
114,6.217923917601053,6.388487651701245,1
115,5.90219736978614,5.413241762319483,1
116,6.7087254266811875,6.7760015238868565,1
117,5.913988565252312,5.380898956324072,1
118,5.3359206651288495,4.90762848750971,1
119,6.115080905463961,5.689122632877301,1
120,5.631467721364592,6.088590478274029,1
121,6.287702150551495,5.190610809692006,1
122,4.6055779482422246,5.497963294153853,1
123,7.150369759201465,5.820441398066975,1
124,5.19951052998014,6.322179803278647,1
125,4.571365637483398,6.349190319579144,1
126,6.5284883256707165,6.508414787488508,1
127,5.615661878132411,6.218621960333622,1
128,6.439579353490089,6.67319341539939,1
129,5.567065782900522,5.782676753053847,1
130,5.1916813659894565,5.592353228739568,1
131,5.638925347838478,5.692734357027466,1
132,5.126516783887904,5.926039797972686,1
133,5.16286241773546,5.790039965065497,1
134,6.791825209337856,5.29161288760103,1
135,5.429505166515132,4.555141718408013,1
136,6.13032739122329,5.666009503356898,1
137,6.502983718928457,6.368388514124274,1
138,5.467909190152254,5.103671104453925,1
139,5.552555856389034,7.006775785322534,1
140,6.360219797973136,5.9260882732619145,1
141,6.0884961672526865,6.338547894905373,1
142,6.222613098964712,5.994301434526987,1
143,6.179619748494472,5.966793927126732,1
144,6.821778515888593,5.491559913619913,1
145,6.447888615435531,5.666079373462272,1
146,7.0658842392341334,5.578892703055179,1
147,7.117147217269367,5.99906622961584,1
148,6.0410490463330495,6.809665144174764,1
149,6.408014360299681,6.027342970551273,1
150,6.537469252016689,5.384637383467121,1
151,5.551568459195799,6.089950766788919,1
152,5.890848463940755,4.8014399954399725,1
153,5.050564000649674,5.647293996442891,1
154,5.564094958939366,5.498164613799128,1
155,6.279147531279146,5.614141800976464,1
156,6.588322890289625,6.3616938929883124,1
157,6.052353010648501,5.234460764244481,1
158,5.7836119943813875,5.790161377171957,1
159,6.117714476222476,4.823214680067551,1
160,5.90389304608476,6.590141943823858,1
161,6.602498913088285,6.221504675473234,1
162,6.3845138084025175,5.627536006870745,1
163,6.453785852167523,5.930160715320945,1
164,5.560735323546379,6.394887501528438,1
165,6.074985845875106,4.945085221737233,1
166,6.512131800555519,5.153405527008482,1
167,6.194471673771284,5.833741881707409,1
168,6.276848403187091,5.906976737845733,1
169,6.025916876771489,5.524754853511185,1
170,6.011859752245619,5.465044316221911,1
171,5.954946066105446,4.645256848286534,1
172,6.162138445248335,5.590227049060972,1
173,4.928074852647342,5.746744014304094,1
174,6.762050808723592,6.46105695894053,1
175,7.269037679358481,6.41034891607535,1
176,5.908562000303617,6.22126487109959,1
177,5.645564341334055,6.305358125558956,1
178,5.283726369110864,5.602372747941886,1
179,5.658249763542555,6.078481087833177,1
180,5.65543936703558,6.176251792718972,1
181,6.076542096001549,5.745005589036658,1
182,5.713095836049731,6.304263776387472,1
183,5.813260192086977,5.366327064932694,1
184,6.001917159813738,6.013978484855077,1
185,6.673398125966959,5.13112106701472,1
186,6.3672529627764085,6.79342665830558,1
187,6.586169785409315,5.715922876190137,1
188,5.379114332432837,4.1307044751723545,1
189,5.842213666715769,5.651126440331866,1
190,5.773353827190662,5.733906195189202,1
191,5.7992100341128285,6.274754112237635,1
192,6.535223689533813,5.8402341644929585,1
193,5.6494773627225765,5.655678931164008,1
194,6.298969453131602,6.643422537953321,1
195,5.922543596040529,5.514881056931852,1
196,5.929203466963124,4.848701829129528,1
197,6.9341074860761704,6.438974976958884,1
198,5.504635100305171,6.891856195513908,1
199,6.649783788518449,6.23806737591832,1
200,5.643066671920881,6.129012839925116,1
201,5.5670623394560135,5.503686681615973,1
202,5.973882289439729,6.4734168629283895,1
203,7.14600964450249,6.075696209779693,1
204,6.446006418462083,6.45513230800009,1
205,6.028359347285288,5.897385132634492,1
206,6.248879898630211,6.676188163042189,1
207,5.868295052186461,5.078018630361417,1
208,5.729093042513131,5.586370995935809,1
209,6.238778645082607,5.9246537337404535,1
210,6.1662165538815366,5.459635828477342,1
211,6.79433134823746,6.204481302809489,1
212,5.61069918096748,5.538197495836218,1
213,4.948310589782037,5.185622697777499,1
214,6.0129842293026465,6.267132791766877,1
215,5.8668220252243195,6.063327790890918,1
216,6.787770319008976,5.5786599622554185,1
217,5.962385375543684,5.690616913431676,1
218,6.21421284976706,6.202023560147281,1
219,5.954176352447151,6.36878016348974,1
220,6.148986059055866,6.239157416904461,1
221,5.943559495582053,6.050295712232917,1
222,5.16299430436303,5.012399818576961,1
223,5.13576088179621,6.0364459065699085,1
224,6.890664782302531,5.480074466090359,1
225,5.039296271659826,5.887268746225636,1
226,6.937807104422556,6.366302875263098,1
227,6.433582981273942,6.436228810023623,1
228,5.342207342766474,6.2321029822024645,1
229,6.196121672534183,5.592182449691497,1
230,6.580428074716371,6.236711910649808,1
231,7.084568708145441,6.412397312429872,1
232,5.317149167427847,6.3687884054317,1
233,5.033130879352934,5.687622885047194,1
234,6.084856211965974,6.927935340024065,1
235,5.699758864035629,8.080909366026468,1
236,6.293748100674445,5.769775580094873,1
237,5.960611858337111,6.043644949217589,1
238,5.095247264460607,6.498898068559156,1
239,6.577621771877197,6.409608354483545,1
240,6.184849376194017,6.161113845854788,1
241,6.032070887543242,7.249398116507575,1
242,6.242248160018384,4.690024317011342,1
243,5.564102304891016,6.851840140864367,1
244,6.489994742699351,8.143969792904084,1
245,4.431881274148349,6.633518972936968,1
246,5.864959692311624,6.7314390783702045,1
247,6.774339110303336,7.211384896327957,1
248,6.316613584396756,5.806637169355482,1
249,5.265782574552503,7.271510516826037,1
250,6.0353155640906015,5.604942658202859,1
251,6.81259975638827,6.886665396303581,1
252,6.182055887231441,6.467728296921542,1
253,4.456976263633052,6.147652147531175,1
254,5.159779982559075,5.429230511672154,1
255,5.492507977065383,6.2781387410408955,1
256,5.125860403704849,5.055257840819686,1
257,6.0293727540744,5.435777104211665,1
258,5.572803742578727,6.040222141010036,1
259,5.208402756987855,6.236319833873883,1
260,6.604149187271465,6.451092540281275,1
261,5.725548666947763,6.556628213839913,1
262,5.541522858010737,6.288010665948491,1
263,5.39184533105386,5.095912880047272,1
264,5.393913788571487,6.435671593014001,1
265,6.100550475937669,6.934856721669336,1
266,5.415147260851729,6.204526902291397,1
267,6.318080048072856,6.051034808611578,1
268,5.97706344656069,5.2741465928820555,1
269,5.815308031476903,6.3851561813887034,1
270,5.812408172575037,5.904512432774505,1
271,6.941227820330532,6.118854005012216,1
272,6.443156372930493,7.081706358269521,1
273,6.281643627303786,5.819545200495031,1
274,5.405935512270338,6.090728346895295,1
275,5.679345119902201,5.97630597344512,1
276,6.1074096986861095,6.290056869362576,1
277,6.453456658447106,6.090196310898306,1
278,6.001389768392522,5.560020397441238,1
279,6.1067710331906575,5.676502347650497,1
280,6.55764799230437,5.924272487751557,1
281,6.147199560773601,5.641910877522732,1
282,6.448070388223556,5.206259011711013,1
283,4.815872958734282,5.252390666394387,1
284,5.959373905625164,6.004671572275403,1
285,6.052397222896726,5.691574929837192,1
286,6.416190954026848,5.91294393774415,1
287,7.397870418932015,5.2633916725957395,1
288,5.3968604526675374,6.6335097966249155,1
289,5.996318813650351,5.274062454243834,1
290,6.0944087589831115,6.659458638474459,1
291,5.755415588336073,6.237167251192171,1
292,4.210314672657886,6.064126159008531,1
293,6.651777033026799,6.746057476015816,1
294,5.262401996599624,5.473973932196404,1
295,6.411207596330492,5.098540222457885,1
296,6.641287539374228,5.658338260108793,1
297,5.898273426977877,5.862783019624871,1
298,7.0226960789302115,5.959306534423892,1
299,5.252966844603998,6.74316393235304,1
300,6.8467158708440055,5.429526866017059,1
301,5.454135297956554,6.3346226050310435,1
302,5.508587029866886,5.666088677071002,1
303,6.693236230681645,5.1077399116783395,1
304,5.550741686227722,5.947122200827305,1
305,6.822445316885901,4.890160713915495,1
306,5.398279358425731,5.885631630880161,1
307,5.611913712976053,7.285443794239759,1
308,6.1710994439922775,6.69215276346117,1
309,5.87278231124881,6.401079311253104,1
310,6.217056570598289,6.145005296614278,1
311,6.5958166792583475,6.254266492017767,1
312,5.920339929463166,6.030656081442225,1
313,6.783478447076629,5.999611245394728,1
314,5.886206814060794,7.139677239785524,1
315,4.564809890394929,6.207107385240934,1
316,7.338871492844811,6.146343962634125,1
317,6.03518598587507,6.252756916206729,1
318,5.5917651561446435,5.2435837013579425,1
319,5.520111358660982,6.219750391280828,1
320,5.250670065774359,4.937758034703702,1
321,5.932746542974,5.713738862268712,1
322,6.999389387799265,6.235438428950618,1
323,5.200966325070075,5.448312765808171,1
324,6.370030038078915,6.27026767319591,1
325,5.634128129519216,5.91778024995692,1
326,5.881343332955658,6.429844278946032,1
327,5.415007314973192,5.0752172975504255,1
328,4.473076186223103,6.347607400257126,1
329,6.3490588346882095,5.8248141739718005,1
330,7.034963983060073,6.060581500633931,1
331,5.68756232667068,6.154096546183003,1
332,4.646884737131222,5.748489549252292,1
333,5.621329176473452,6.154303624187294,1
334,5.635251500350803,6.915383491151416,1
335,5.697027828096579,5.253667976981713,1
336,7.114542290986863,5.719649956452837,1
337,6.489566579604005,5.050265888160138,1
338,6.288628414051661,5.520283514378558,1
339,6.833858123378513,5.645640301497463,1
340,6.210468583671123,5.811774044650545,1
341,6.46092200579913,6.802351582527803,1
342,6.509679961161248,6.35534204977475,1
343,5.861562127200285,6.360753249486582,1
344,5.361249441686041,5.302974860780141,1
345,6.377493587247989,6.655301374270406,1
346,5.849761290675721,6.5136940506868735,1
347,6.5762129356382415,5.47856214935082,1
348,4.916031382810921,5.953262375041122,1
349,6.561993981433644,5.620468111774996,1
350,6.996465055180155,6.553038052315409,1
351,5.550099396222639,5.315301334235495,1
352,5.513999074184537,6.49538267360418,1
353,4.7900633788861,5.834456218938931,1
354,5.007445546979389,6.510008839171517,1
355,6.736345136011426,6.207983277835878,1
356,5.619966971881077,6.113775590859367,1
357,6.360766227975359,6.490209458057664,1
358,6.517340140745504,6.442324111460706,1
359,6.197854481479649,6.6426799184386285,1
360,5.206940225378878,5.717671660820402,1
361,6.055906401667328,6.325433493040672,1
362,5.695583724325241,5.443853840452544,1
363,5.33612157520578,5.491072260014068,1
364,5.845995042347617,6.319668883131876,1
365,5.829843317997009,6.487490662869778,1
366,5.6230047885518495,6.3298224791942586,1
367,6.96967610868706,4.937824744546702,1
368,5.776402580853096,5.928661766595154,1
369,5.850271016524779,6.561995938018053,1
370,5.4248992704547785,6.647622775649982,1
371,5.969032509372517,5.525814874906221,1
372,6.197399167656002,5.356870667122295,1
373,6.523288238593466,6.78490115830899,1
374,6.508569145170606,5.525751765214743,1
375,5.605384789171468,4.982784490429152,1
376,6.3192870147009765,4.131491137900855,1
377,5.7278375939137955,6.901485714038401,1
378,5.899700326078373,5.442107574433359,1
379,5.731879549821573,6.964976516280855,1
380,5.684330919194722,5.427351684413488,1
381,6.638085377299851,5.998711942137302,1
382,6.4742594466925425,5.9184769729075155,1
383,5.512431223679671,4.676773627158854,1
384,4.926265496134476,6.471630690324224,1
385,5.523879683470237,6.77263847842615,1
386,5.599939245631947,6.6859808384135375,1
387,6.814016304720991,6.453957962041043,1
388,6.047612634690484,6.082526545088874,1
389,6.040032036758654,6.441073446191873,1
390,5.873219839829191,5.984273790803958,1
391,6.341032923668127,6.380685207532934,1
392,5.384733107777014,5.173125993958717,1
393,6.097711703682918,5.267550085478928,1
394,5.543728452793848,5.985724066693879,1
395,6.028415182989352,6.221914581203622,1
396,6.4973978689946055,5.850056656686714,1
397,5.5192508149152815,5.380135912155516,1
398,6.181203399157218,5.120663139172316,1
399,5.728777804204011,5.069710834005673,1
400,5.760953795369845,4.916395468158902,1
401,7.700091972138755,6.496989791003479,1
402,7.599071932293882,5.897312283001375,1
403,6.295771145423693,5.5733669053555435,1
404,6.013181487525692,5.416714892841855,1
405,5.4157158853370175,4.859094528794467,1
406,7.240244550624412,6.14264636956351,1
407,5.7240747618987236,5.388402340235484,1
408,7.046416883885033,6.401750621928687,1
409,5.59491924690943,6.592677100535971,1
410,6.967380806624541,6.159685351375713,1
411,6.62364638305097,5.574924976278349,1
412,6.177261138171253,6.323008176018636,1
413,6.401461856618931,4.641722525442082,1
414,5.359706254956684,5.1982025708990705,1
415,5.714921408923246,6.075136660320499,1
416,6.496216957361342,6.037063432003788,1
417,6.126910608838577,6.142097406335103,1
418,5.613248260918282,6.703623138667084,1
419,5.483723636922244,6.6624719817078315,1
420,5.880555905842795,5.819350334135421,1
421,7.108324317624396,6.567819517508334,1
422,6.007149824624258,6.024969501713708,1
423,5.6037297502076235,6.674040440292356,1
424,5.759022515786977,5.982606000242494,1
425,6.505610128809394,5.290452036482789,1
426,6.568548358366816,5.41914800445012,1
427,5.6528452356401955,5.462063512292865,1
428,6.9421729441528806,4.938225193062916,1
429,6.860241624209103,6.412933661237412,1
430,6.677675049808711,6.592072320398928,1
431,7.603279921168112,5.858903576767962,1
432,7.202741861932901,5.857754387055212,1
433,4.764356542797319,6.609306624510739,1
434,4.896545343720072,5.812889504063992,1
435,5.2384248641351885,6.3336456496886075,1
436,6.285860926148023,5.8455422164851925,1
437,6.3025892593145,5.482359962851124,1
438,6.155022479081882,6.059169721507852,1
439,5.439104628134522,6.45303112478969,1
440,5.859382332864951,4.9237116986561755,1
441,5.52257644683723,6.239765287221625,1
442,5.55754278703631,5.424698812025597,1
443,7.146404241388207,6.553947909163779,1
444,5.791162061362273,5.768797864808695,1
445,7.094899016160173,5.680285663647501,1
446,5.838171152398038,6.008857377609879,1
447,5.963636831319028,6.69274349783502,1
448,4.803999848843429,6.132336562172236,1
449,5.374860747062373,6.222774922074284,1
450,6.668611391834776,6.505567617669873,1
451,6.102178107519804,5.897118211253131,1
452,6.17130724725543,5.2057509078329645,1
453,6.321832797579534,7.223076250185588,1
454,5.856786445751566,5.441039371256095,1
455,6.170787838735237,5.359730339053775,1
456,5.499956593995149,4.943243294536008,1
457,6.414742245859417,6.579945282379156,1
458,6.253480766744285,5.7380136901255305,1
459,5.824449877732431,5.571968459956863,1
460,5.3810316400847515,6.4920752910588115,1
461,5.978477095494438,6.198606235714291,1
462,6.216957995848712,6.583223895127328,1
463,7.261477622949845,5.824985589834482,1
464,6.057465259687462,7.003377593636813,1
465,5.741308024340624,5.878146853440747,1
466,6.637386863983625,6.303207267314636,1
467,5.399041755552719,5.941971305464612,1
468,7.192075364566399,4.970484218578263,1
469,5.164393509587094,5.48802776840286,1
470,5.98951738122322,5.491526830704551,1
471,5.628369235856363,6.104123054641379,1
472,6.815492965359415,6.702745472230221,1
473,5.723589351814361,6.208537644401231,1
474,6.559612152955911,5.571387406920719,1
475,5.94524452952099,6.2201532320623265,1
476,6.651434094900566,6.645919640493417,1
477,5.36028477065773,5.986838551247045,1
478,6.005209603526503,5.392926572383406,1
479,6.725694191603712,6.295740504863608,1
480,6.232345036233537,6.096339602067107,1
481,6.126374481935892,7.494107126863698,1
482,6.012454996167787,6.852425222546711,1
483,6.137578442870298,5.921349559340277,1
484,5.597067721745165,5.682678945311911,1
485,6.32200645615093,5.315178577870165,1
486,6.439129096585155,5.866600775595055,1
487,6.116968950486665,5.7778880679905855,1
488,5.260280267604137,6.082153655436242,1
489,6.536627884389369,5.474986473798331,1
490,5.073719752266743,6.606792535339391,1
491,6.143451762489726,5.452339846476316,1
492,6.220014687693203,6.148227235046351,1
493,6.292769288159274,7.188951191330019,1
494,7.057565588268007,5.666761223802605,1
495,6.077749535631514,6.794386368016264,1
496,6.253481324559079,6.398994204982256,1
497,5.390452405574794,5.182682470714289,1
498,6.031675647750997,6.584941958995448,1
499,6.089209073017703,5.679275704889409,1
500,6.087498362995161,6.298697896442289,1
501,5.980722047105401,5.797997379550184,1
502,5.6017088577482586,6.643895396029758,1
503,6.388689194869617,5.645201510639344,1
504,5.698586067448197,5.603124513691336,1
505,5.849182822954322,6.618282186304882,1
506,5.7058238093758815,5.480876186477238,1
507,6.14856349965061,5.959578381948283,1
508,6.144704427454961,6.279487492313051,1
509,6.321886065646508,6.232524322299169,1
510,5.5926170130386,6.204120158270942,1
511,5.876580074749616,5.773021587959159,1
512,6.738755201986613,5.419111023970308,1
513,5.500950664880497,5.702568909011656,1
514,6.51935739846069,6.37127929496579,1
515,5.448401676720469,5.943231602215596,1
516,5.170653532579655,5.837044316499111,1
517,5.60592441883686,5.8438059151226,1
518,5.720892459291057,6.322073931345621,1
519,5.9270156841484205,6.106536399192392,1
520,6.68886840758236,5.7934021876876365,1
521,6.359341134594069,5.44972778205915,1
522,5.3778568579606185,6.615475913010555,1
523,5.907354469525027,5.307829106559686,1
524,7.279390595541933,6.751493528215667,1
525,6.369658491984639,6.210434272891101,1
526,6.574328171370873,5.392491054692691,1
527,6.427344796147807,4.681776835457086,1
528,5.053570122438811,6.2754202731331095,1
529,5.9514252352223505,5.799061203171078,1
530,5.559817580038028,4.96295956973358,1
531,7.1865321395702475,6.899574549896038,1
532,6.142672679304689,7.333995985567093,1
533,6.485697453422824,5.737021576101523,1
534,5.941364358559987,7.110046383840585,1
535,5.794615045850073,7.249529990702544,1
536,7.157155582646397,6.769842158260969,1
537,6.0729093230629925,5.715565933601719,1
538,6.971427104059702,6.429729358992189,1
539,6.2911789097086555,5.745572881132368,1
540,7.283696016777909,7.196354074061272,1
541,5.800728314632678,7.578687482578849,1
542,6.620171703129963,4.959798231199695,1
543,5.290907009312123,6.357404477011789,1
544,5.075627759173534,4.483932791605984,1
545,5.645769450295308,5.783034611252365,1
546,6.353503610042021,6.349537166490311,1
547,5.301222461207844,6.272617031447114,1
548,6.067926512670985,6.130464356731772,1
549,6.077683249192721,5.9105513222979065,1
550,6.207302834154564,6.1181564817295016,1
551,6.16906959935749,7.232854251092389,1
552,5.604036026155937,5.560853877084156,1
553,6.827419037310177,7.282035737111078,1
554,5.935021768450116,7.4485655320417745,1
555,5.6167978701258265,6.558720812763969,1
556,5.6579586519628275,6.584653071719889,1
557,5.67522431173362,6.679451678936031,1
558,5.895924736056746,4.627749083852827,1
559,5.44598635196958,6.332879413351796,1
560,6.693587518848764,4.582561269463335,1
561,6.3981355580074695,5.313678134967159,1
562,6.060233673929033,6.5560491460381485,1
563,6.287814434491616,6.460862305482975,1
564,6.884818326448569,6.643662280516266,1
565,5.118421504316358,5.616182805457056,1
566,5.776153726667267,6.255835573201596,1
567,6.240694298775198,7.003671443455776,1
568,5.451993585029798,5.746406432490861,1
569,7.1493145148376716,6.3558774253218004,1
570,6.458439811996607,5.950723898163833,1
571,5.4809977586258345,5.869322783137144,1
572,4.932519708855736,5.9683095766937955,1
573,6.425587523005949,6.041469853521234,1
574,5.912194457345424,6.699830507304177,1
575,5.694336790418854,6.260742021644092,1
576,6.2260443263374725,6.04325562281777,1
577,5.598375484391954,5.808620777398038,1
578,6.276774849009284,6.514774184629285,1
579,5.926391986910139,6.066537608045149,1
580,6.87202973413279,6.483554423683124,1
581,6.467819555061257,5.195235576557213,1
582,6.05979893747915,5.36178650085817,1
583,6.009797604502824,5.871642992419805,1
584,5.928803051205299,5.087459795144617,1
585,6.976353997733345,5.69154723161605,1
586,7.038770498478973,6.574207183971189,1
587,5.609272341147506,6.505981078872263,1
588,6.212271356663692,6.390791496937126,1
589,6.261003887270263,5.883538286940734,1
590,6.3817046198273735,5.839951818017073,1
591,5.978501497171073,6.854359362197077,1
592,6.296953448821816,5.48538511895919,1
593,5.091777065137203,5.3729176466531,1
594,6.071026668766935,5.583504030197953,1
595,6.513251525414567,6.98090816086442,1
596,4.575763649709491,5.662459981848437,1
597,5.904767796654183,6.772956937085039,1
598,6.1884869674795615,6.086625351886578,1
599,6.851844655075691,6.6460635490400595,1
600,6.075871662424125,6.418952135881742,1
601,5.863427514208583,6.461588806277107,1
602,4.952585581462701,5.723094451088325,1
603,6.788902978895822,5.614555659010081,1
604,6.369463045225385,6.268734923429706,1
605,6.725658594270271,6.324044247474901,1
606,6.569674104206866,5.891938488841036,1
607,4.882823961255746,5.742784546647984,1
608,5.582946569796323,6.300678332064673,1
609,6.077972895595049,6.7958058440460185,1
610,5.660493855876548,5.8767167597307175,1
611,5.220842432099554,5.463773794698352,1
612,6.1335341914429335,6.305643373039631,1
613,6.176817104597012,6.062833120462007,1
614,6.013484518524687,5.973702737759719,1
615,4.601364627288634,6.407422651394322,1
616,5.259914936412777,6.04793735128572,1
617,5.401578187151074,7.012461444255352,1
618,6.161408111647744,6.983611572726996,1
619,6.55868335081636,5.869221281645274,1
620,6.917431730400894,5.538862977770155,1
621,5.520692056377763,6.532560307398567,1
622,5.5088565564573715,6.77109728894291,1
623,7.1018803507940795,5.694629769966944,1
624,5.187849279552714,6.569379473125936,1
625,6.110606869234589,5.511157288568452,1
626,5.334161536924039,5.662841950085448,1
627,6.9367694979856225,5.635535628462299,1
628,5.091841072917249,5.981487642808225,1
629,6.310484793534856,6.034318107127411,1
630,7.188955961019808,6.5808887890188625,1
631,5.495049670062993,6.098231972317151,1
632,5.433955892938172,5.981143341383282,1
633,6.229100821036301,6.280127516364415,1
634,5.523415774879192,6.232294198770451,1
635,5.8300641446224475,6.66296051557313,1
636,6.031667660752589,6.449365612969344,1
637,6.6834482530398365,6.246831010518116,1
638,6.222798433540886,5.620285570703899,1
639,5.862635260364558,6.092989165711602,1
640,5.937616406463405,5.545483363873856,1
641,6.245171655808825,4.989287740312037,1
642,5.65252270702191,6.325138018908852,1
643,5.932764223274683,5.673757844677353,1
644,6.163524759141938,5.8912571480056855,1
645,5.894892900323121,5.384218997430167,1
646,6.84212112646575,5.964598403418861,1
647,6.840539900175675,5.948129475446442,1
648,6.2726298050184885,6.212972832415805,1
649,5.4835665135017155,5.973778293103522,1
650,5.898494045357259,5.704900555836982,1
651,6.403066112935702,6.988687943466272,1
652,6.76502100043359,6.842966899102206,1
653,5.905278937998534,5.895858900064459,1
654,6.531271884940559,6.033936932557131,1
655,6.368981627777886,5.753485443585132,1
656,5.609908309465946,6.440419690651821,1
657,5.838678487335595,6.9389828195322965,1
658,5.625603310975388,4.879790763626538,1
659,5.523756741624576,7.118235943507831,1
660,5.904683819452742,6.799488127452941,1
661,6.636484589128218,5.573372611204243,1
662,6.3131029542488495,6.111292289311166,1
663,5.530867544455108,5.8879278910356705,1
664,6.288661283735412,6.095105941087889,1
665,5.574343321733555,6.44485347472872,1
666,6.339441682387309,6.622750469416035,1
667,6.188789076019142,6.453962375173463,1
668,6.255274196114189,5.305403648515325,1
669,6.051984761622063,5.656903521019486,1
670,5.685816847941653,6.677369305199891,1
671,6.037480131021875,6.9335791736721815,1
672,5.706055323507467,5.425185956765794,1
673,6.4348450886241535,5.3487382074254315,1
674,4.871004363174671,4.979368092964857,1
675,5.72156715586524,5.396283472828463,1
676,5.45593561808346,6.471442152637631,1
677,5.743733388032142,6.8047033777207115,1
678,7.211075721614131,5.9491341448479425,1
679,6.311146200591102,6.206108754349599,1
680,5.835582131683597,5.250186410902996,1
681,5.355617941238914,6.686331074749316,1
682,6.774872290284266,6.623873819449283,1
683,6.478456164262709,6.03071855754103,1
684,5.8128414859246815,6.0153680371289555,1
685,5.136262519838429,5.971794883973647,1
686,5.494742080067612,7.419747166015505,1
687,5.726528433410557,6.710705912633096,1
688,5.814359196571538,5.2592449543934325,1
689,5.6355074426136085,5.135930804167796,1
690,6.27541144833024,6.470286143859035,1
