,length,width,class,L/W
317,6.63528175470058,3.6993557238141177,0,1.7936317159192947
318,7.705857050368676,4.063168478315505,0,1.8965142822636156
319,8.308251241880704,3.1655844376022304,0,2.624555245847046
320,7.6539068450515435,4.050442761963002,0,1.8896469583345408
321,8.514249045419566,4.878932984117682,0,1.7451047335833212
322,8.113561803985192,4.687571872041,0,1.7308666459875512
323,7.8776467642957035,4.532585362800559,0,1.7380029571971094
324,8.137260212474944,4.413589590535738,0,1.8436830261526906
325,8.025827698507264,3.691307191877368,0,2.1742508226267114
326,6.566711395260787,3.079240477747102,0,2.132575043331874
327,8.422919131671778,3.347931455755217,0,2.5158576998918156
328,7.521919579811936,4.100692049787783,0,1.834304914508566
329,7.67004891899701,5.067042586426313,0,1.5137131350629809
330,8.001363761058204,3.4272062567439665,0,2.334660700771461
331,7.7572665382975865,3.391046007494534,0,2.287573368557457
332,8.542562936105204,3.5203516562064765,0,2.426622045284718
333,8.409568272305934,3.70377307258145,0,2.2705409072064575
334,8.408993975414912,4.010255459810861,0,2.0968723962067775
335,7.5570165800569296,4.160978929145807,0,1.816163145437577
336,7.737724352980742,4.07044176053967,0,1.9009544438132076
337,8.555293651517049,3.6607518256727696,0,2.337031860919653
338,7.376692160140471,3.495565159106943,0,2.1103002874719947
339,8.595691233931856,4.32333880081361,0,1.988206714753475
340,8.717072910480287,3.9579637228251614,0,2.20241354416915
341,7.933537839206836,4.406844224146431,0,1.8002764417531678
342,9.410011477222904,3.1050371961225762,0,3.030563205160209
343,8.287490971330357,4.7290063677310235,0,1.7524804000859684
344,7.421517591075886,4.128053771174394,0,1.7978248352526984
345,8.270117000660951,2.9314059163507213,0,2.821211813257285
346,8.540795059700075,4.4960267441810675,0,1.8996317294495422
347,7.851737425882118,3.8223072023087585,0,2.054187957770504
348,8.080599817052123,4.070827579427178,0,1.9850017372116695
349,7.793280168648169,3.424256018234082,0,2.2759046423950595
350,7.958365434255978,3.85913522000369,0,2.062214714064455
351,9.141852245721106,3.3377273425149316,0,2.738945188624319
352,7.609481259514601,4.600492707583295,0,1.6540578897063334
353,8.089183211392728,3.1811652874574134,0,2.5428365018587606
354,7.870288802803539,4.449272139182577,0,1.768893553058652
355,7.520222474245671,4.018348099962568,0,1.8714711337018624
356,7.61369502471954,3.7926559059277265,0,2.0074837300214146
357,8.922719672719378,2.8510272800219063,0,3.1296507526405777
358,8.875263437371268,4.287170403920608,0,2.0701914319185586
359,8.624085496954118,4.484579205389219,0,1.9230534464839784
360,9.254507182281788,3.9013100637432663,0,2.37215372043569
361,8.43550319306405,4.47597313266518,0,1.8846188176382557
362,7.339623196968511,2.6723191697979156,0,2.746536895712028
363,7.752356382394756,3.504730373041985,0,2.2119694119767557
364,8.150698527950297,4.107065876389767,0,1.984555099251294
365,8.488016404532791,3.480593637224099,0,2.4386691723375944
366,8.302625061277052,3.151131138109969,0,2.634807850699898
367,7.434449355152522,4.705209266689571,0,1.5800464833274364
368,8.036053457105972,2.9659449545493257,0,2.7094412001071837
369,7.653344269796446,3.4359867173436935,0,2.227407990596985
370,7.092559516709674,5.291171195625591,0,1.3404517174899497
371,8.63377393684892,4.533819370871654,0,1.9043047882141422
372,8.001466346018473,3.9897778080305213,0,2.005491716835291
373,7.869078493764655,4.597603100777942,0,1.7115610724277526
374,8.84892179744045,3.582828907252103,0,2.469814224042098
375,8.399564242903017,3.278095447438812,0,2.562330590302252
376,8.278902750218307,3.3677199404449794,0,2.458310933397986
377,8.500418483867982,4.425390932081459,0,1.9208288294362854
378,8.734516972827755,5.274659903117124,0,1.6559393654301744
379,8.160058899134624,4.675936444218519,0,1.7451175815753417
380,7.7121764641902,3.56289990773544,0,2.1645784793017153
381,7.283129675641495,3.9602115596428185,0,1.8390759094441862
382,8.16115963152629,3.9541361251696188,0,2.0639551530806757
383,8.558071309710677,3.7434048536865414,0,2.2861730548013273
384,8.714579801211503,4.780806568874469,0,1.8228262690960848
385,8.217779508037298,4.005621876500556,0,2.051561470703925
386,7.847997596657385,4.389668903575143,0,1.7878336086499882
387,8.182018445830034,4.17597948237481,0,1.9593052313506711
388,7.774013707208043,3.943720755018588,0,1.971238378710057
389,7.912968465568468,2.5806688597204612,0,3.066247122626032
390,7.585774064710449,4.602841041984998,0,1.6480634450584994
391,8.401870349929652,3.437086613592938,0,2.4444744327076493
392,7.304162922043045,3.995008478608893,0,1.8283222579258298
393,9.245957849688084,4.837768800486847,0,1.9112029183283046
394,7.616204745131437,3.2249721263789377,0,2.3616342860249966
395,8.0214521276766,4.090720584978142,0,1.960889765273338
396,8.45764910086201,3.355071571522399,0,2.5208550460293946
397,8.141262168261527,4.476969768598799,0,1.818476020401982
398,7.075951891021726,4.39274205887432,0,1.6108279967695174
399,8.664071552249736,3.362298647438871,0,2.576829859789323
400,7.96663173695485,4.616939806730728,0,1.7255221143106154
401,8.127951673540025,4.279555941309524,0,1.8992511804981593
402,7.510222946414171,5.498686477886135,0,1.3658212696100709
403,6.2493553067935705,4.292707336567493,0,1.4558074466335829
404,8.312908069181612,3.2820382316879653,0,2.5328492486531
405,7.659950872454299,4.1893928338943605,0,1.8284155189461644
406,8.157754880826609,3.7998493925712364,0,2.146862687972619
407,7.592818506164341,4.742030228113858,0,1.6011746321542077
408,7.713768635805516,4.086905025184666,0,1.887435256819302
409,7.3226111198532156,3.9744952205072446,0,1.8424002832034272
410,8.405559066447639,4.965924353848031,0,1.6926474242271288
411,7.802380319222959,3.8852411261719872,0,2.0082100610600744
412,8.602033930330995,4.706611319340231,0,1.8276490975542932
413,7.536033543756142,3.767674175245354,0,2.0001818610722593
414,7.521994627656136,4.984550856570708,0,1.5090616675603845
415,9.260403658936669,3.913452120546548,0,2.3663004870603532
416,8.0902365296448,3.246787315608352,0,2.491766704505844
417,8.593767646516643,3.3542131575751464,0,2.562081550216479
418,8.610623922000139,3.8680603943407172,0,2.226083112507285
419,8.10546743190277,3.5809928002193923,0,2.263469346100384
420,7.402152004041384,2.952721566942918,0,2.506891298831524
421,8.200724897180184,5.085415647706315,0,1.6125967797497482
422,6.508759602689375,3.514697961942444,0,1.8518688300294868
423,8.829409030672595,3.5192734294786483,0,2.5088726998915227
424,7.287669562637377,4.477529912042582,0,1.627609352879309
425,8.166128767993348,3.0289231785487916,0,2.6960501427790846
426,8.162602327197098,4.564913053692152,0,1.7881178088583956
427,7.152952490102252,3.790496418857571,0,1.887075385302198
428,7.4106183237082,4.431479791194863,0,1.6722672048358975
429,8.186406160827412,3.214632672973373,0,2.5466070290561067
430,7.795915381264271,3.6416630504412755,0,2.1407569215717546
431,8.79228509505518,2.781319653713324,0,3.1611918764233553
432,8.213549356693512,4.863190801605386,0,1.6889218810790112
433,8.708536797957924,4.858773791707539,0,1.792332216169596
434,7.924009308442648,4.5794696691179375,0,1.730333396873204
435,7.992987388085668,4.774256144771211,0,1.6741848668592336
436,8.405656769890808,4.101813411745026,0,2.049253811941389
437,7.943890295569249,4.39078769267916,0,1.8092175827162496
438,8.170896204852815,3.916867932478684,0,2.086079067690721
439,8.321393054111711,3.214351736578874,0,2.5888246639020305
440,8.700121193477475,3.2630835491454757,0,2.666226917712797
441,6.863992169250828,3.1147841415836126,0,2.2036814935628413
442,8.077551546467657,2.9785776779915842,0,2.7118821194934366
443,8.552454686967389,3.004651485066791,0,2.8464048923721594
444,8.332169704688692,4.256751785513597,0,1.9574008832378693
445,8.263403627164637,3.4472581055595395,0,2.397094552867363
446,7.664729733178299,5.566430782481181,0,1.3769559045449626
447,8.29371894327682,3.8061088754236727,0,2.1790545711474465
448,7.742710644768047,4.022690177268893,0,1.924759378318509
449,7.376980155444808,4.210744039676174,0,1.751942194997949
450,7.575158377323238,3.1701612982515313,0,2.389518281451873
451,9.234941307124448,4.188344820546244,0,2.204914280653718
452,7.7153074398082335,3.806158974698806,0,2.0270586412956573
453,8.888895838347777,4.4752954436805785,0,1.9862143070128482
454,8.106757030810021,4.269093266852706,0,1.8989411858847833
455,6.754552909890144,4.079078814764967,0,1.6559015445940424
456,8.447838908709754,4.406034736795609,0,1.9173337055562207
457,8.283746232836254,4.077248555492584,0,2.031700084037548
458,7.895859764699503,4.597527172604955,0,1.7174144857148752
459,8.225929423817794,4.8348907534669525,0,1.7013682093890603
460,8.397476372027416,3.100493760774346,0,2.708431953086773
461,7.82041283504913,3.8639474341357776,0,2.023943898915454
462,6.93071271151613,4.553527471756622,0,1.522053562760753
463,7.806695803616032,4.543839135410534,0,1.7180836669101625
464,7.3480604971964185,3.412526369780523,0,2.1532611622482527
465,7.61356530040511,3.5922405756319615,0,2.119447498046731
466,8.205501554315157,3.187033190982114,0,2.5746520549371987
467,8.659337493821601,3.7111910299183117,0,2.333304166779096
468,9.119100776413951,4.605626360310898,0,1.9799914415546243
469,8.058195785284006,3.1747425555858535,0,2.538220231780961
470,7.524382946154347,4.477932099009353,0,1.6803253778276264
471,7.951037070107352,4.362536798794742,0,1.8225719201506843
472,7.5924045543346015,4.341246702251902,0,1.7488995846276718
473,7.84921046792477,4.107595420970907,0,1.910901552731175
474,7.447875652349315,4.273294069523524,0,1.7428886313877667
475,8.794253166003601,3.0819428678198415,0,2.8534770251028805
476,8.297485737396665,4.6546210224528854,0,1.7826340098090452
477,7.420480217819262,3.5912748952347275,0,2.0662523572521607
478,8.882961909522287,4.157183586540843,0,2.136774026117457
479,9.020353676785845,4.065518544665591,0,2.218746164279965
480,7.984981909380703,2.9850737011389903,0,2.6749697691999827
