Id,SalePrice
1886,247126.08
1887,198508.14
1888,249238.45
1889,140044.77
1890,164933.36
1891,137666.25
1892,116342.23
1893,148815.95
1894,178458.23
1895,177964.86
1896,125963.4
1897,128006.87
1898,105474.31
1899,152129.22
1900,108211.41
1901,163919.16
1902,161098.98
1903,221230.92
1904,150936.27
1905,210561.81
1906,158789.56
1907,237003.7
1908,115959.4
1909,130279.4
1910,130409.86
1911,188091.66
1912,288757.62
1913,208426.81
1914,75638.99
1915,220076.14
1916,75044.67
1917,225774.67
1918,124276.016
1919,172601.27
1920,234662.98
1921,304079.22
1922,262418.44
1923,205244.36
1924,219473.77
1925,200360.11
1926,305006.12
1927,138151.31
1928,187036.39
1929,108615.984
1930,122586.19
1931,152907.14
1932,135056.86
1933,210156.62
1934,174088.77
1935,146616.61
1936,174292.5
1937,166732.98
1938,182199.2
1939,230103.73
1940,182191.08
1941,175019.44
1942,169124.55
1943,184374.83
1944,259448.12
1945,268874.62
1946,210302.8
1947,237152.81
1948,229994.77
1949,231129.9
1950,189211.86
1951,276923.5
1952,244970.8
1953,169664.05
1954,199162.45
1955,146823.98
1956,357248.62
1957,197826.14
1958,265454.75
1959,183602.39
1960,119922.16
1961,140876.42
1962,92478.09
1963,101382.36
1964,118691.375
1965,160901.11
1966,149461.89
1967,257525.7
1968,332094.7
1969,280131.5
1970,331799.5
1971,350640.8
1972,297792.7
1973,220738.58
1974,256821.72
1975,351473.38
1976,240423.17
1977,293738.9
1978,318573.2
1979,286634.03
1980,189879.7
1981,286757.0
1982,193723.2
1983,193723.2
1984,165673.67
1985,214667.23
1986,225176.11
1987,165955.11
1988,153501.14
1989,168025.08
1990,186378.42
1991,188473.69
1992,189814.11
1993,143525.05
1994,212837.64
1995,169667.34
1996,226641.8
1997,264010.6
1998,308976.12
1999,221833.27
2000,271089.06
2001,248169.86
2002,230399.22
2003,252418.8
2004,232132.8
2005,200317.67
2006,200654.64
2007,241797.48
2008,170365.2
2009,180683.67
2010,172549.64
2011,120353.39
2012,166011.27
2013,169288.1
2014,176174.58
2015,172542.31
2016,187771.88
2017,179676.48
2018,135374.22
2019,124629.89
2020,116756.0
2021,110555.98
2022,197378.08
2023,182810.67
2024,241862.7
2025,311764.3
2026,176395.95
2027,132961.53
2028,155261.11
2029,157054.42
2030,221565.06
2031,189486.17
2032,206459.94
2033,212069.7
2034,147000.7
2035,187928.08
2036,176433.52
2037,177559.23
2038,267831.44
2039,173935.9
2040,303347.7
2041,221691.55
2042,186902.89
2043,200354.92
2044,236136.27
2045,229130.97
2046,220050.12
2047,154601.92
2048,147021.52
2049,241368.28
2050,171434.12
2051,84809.22
2052,157296.48
2053,138404.69
2054,82639.05
2055,193281.39
2056,131807.95
2057,134213.7
2058,206896.86
2059,148416.83
2060,189717.64
2061,201924.55
2062,149319.34
2063,102299.89
2064,180516.11
2065,134636.06
2066,211845.14
2067,143717.27
2068,243221.56
2069,86330.28
2070,120594.99
2071,90923.34
2072,273355.53
2073,135627.33
2074,184462.81
2075,148087.58
2076,142452.77
2077,159586.52
2078,131816.56
2079,161057.95
2080,122987.69
2081,128922.07
2082,192414.66
2083,169609.95
2084,113558.26
2085,138695.77
2086,105434.016
2087,145739.14
2088,131026.91
2089,86353.8
2090,137079.69
2091,119644.19
2092,171949.7
2093,157853.17
2094,99958.56
2095,199066.23
2096,89540.62
2097,82952.89
2098,207589.45
2099,71156.234
2100,122142.02
2101,162779.48
2102,130963.87
2103,96819.48
2104,217990.83
2105,106925.01
2106,126281.03
2107,233301.72
2108,127729.45
2109,130406.3
2110,138183.66
2111,150666.55
2112,166762.4
2113,116531.46
2114,110064.0
2115,158342.48
2116,129479.92
2117,182208.17
2118,128176.34
2119,115431.09
2120,118742.72
2121,121370.14
2122,119909.7
2123,69375.516
2124,198457.98
2125,214507.8
2126,200453.7
2127,203041.06
2128,142641.12
2129,116217.91
2130,144512.42
2131,208554.17
2132,148111.25
2133,135177.88
2134,136421.12
2135,115547.48
2136,93902.31
2137,128286.445
2138,147767.86
2139,154847.55
2140,126796.84
2141,128984.38
2142,134167.7
2143,161277.17
2144,161930.53
2145,123711.69
2146,174796.88
2147,214933.78
2148,160359.97
2149,177883.83
2150,207746.67
2151,102550.3
2152,162278.31
2153,190035.73
2154,85211.55
2155,117640.914
2156,263812.0
2157,224082.17
2158,203579.19
2159,194791.55
2160,143650.52
2161,257204.44
2162,382545.84
2163,275204.75
2164,235276.31
2165,198237.1
2166,150407.27
2167,203288.11
2168,192567.88
2169,174093.3
2170,201850.64
2171,158933.3
2172,165398.83
2173,178368.8
2174,235538.89
2175,245511.23
2176,261612.05
2177,238615.44
2178,188032.44
2179,122949.305
2180,268532.4
2181,197510.02
2182,246110.33
2183,201484.6
2184,135771.66
2185,129090.695
2186,161726.11
2187,163152.23
2188,144733.73
2189,327481.44
2190,75423.05
2191,75423.05
2192,79665.19
2193,79507.25
2194,71853.7
2195,118424.14
2196,120731.64
2197,131193.23
2198,171355.61
2199,194847.92
2200,131614.92
2201,132912.88
2202,131900.3
2203,179287.39
2204,176139.94
2205,135342.62
2206,143927.11
2207,209016.69
2208,209823.25
2209,251716.98
2210,116970.19
2211,107347.125
2212,110644.95
2213,95763.39
2214,149222.77
2215,107846.48
2216,195664.95
2217,86067.43
2218,98625.53
2219,86746.914
2220,86250.984
2221,224422.58
2222,219783.77
2223,289745.06
2224,219977.3
2225,151719.8
2226,221415.3
2227,199061.0
2228,239735.05
2229,197648.81
2230,129794.69
2231,186333.89
2232,200205.48
2233,186610.33
2234,196434.89
2235,220188.61
2236,241963.98
2237,300473.12
2238,217831.55
2239,110725.52
2240,159858.83
2241,207587.86
2242,153488.55
2243,137852.11
2244,97986.016
2245,95630.19
2246,140961.4
2247,80248.35
2248,103552.84
2249,106758.31
2250,133352.14
2251,162919.19
2252,219781.64
2253,128046.516
2254,149392.64
2255,178397.58
2256,151834.58
2257,214112.92
2258,161875.23
2259,167018.7
2260,169216.14
2261,167357.06
2262,184189.48
2263,265487.06
2264,379311.7
2265,217647.83
2266,225707.98
2267,313989.5
2268,280217.78
2269,179923.64
2270,156297.8
2271,236963.48
2272,190282.28
2273,168085.7
2274,183620.67
2275,236478.39
2276,191327.05
2277,200704.45
2278,184653.86
2279,125234.58
2280,115628.56
2281,189038.72
2282,193015.17
2283,100796.67
2284,116733.0
2285,137401.23
2286,133383.77
2287,265947.06
2288,265546.2
2289,322834.62
2290,351337.47
2291,257875.33
2292,306564.44
2293,372729.38
2294,320048.12
2295,368165.4
2296,270402.12
2297,233389.42
2298,276843.2
2299,341096.03
2300,273872.94
2301,214694.94
2302,258422.81
2303,238097.2
2304,250376.77
2305,196938.17
2306,196938.17
2307,186775.08
2308,226076.83
2309,222471.28
2310,191648.8
2311,193694.06
2312,168846.02
2313,153462.52
2314,144902.48
2315,153479.77
2316,155515.28
2317,175337.73
2318,154778.42
2319,146787.94
2320,174509.12
2321,222939.03
2322,168456.9
2323,144500.27
2324,128382.99
2325,212602.17
2326,129631.31
2327,184278.48
2328,187564.58
2329,175716.7
2330,176549.86
2331,324276.88
2332,323260.66
2333,285475.2
2334,239184.0
2335,222563.69
2336,296567.7
2337,202280.05
2338,247491.33
2339,208931.48
2340,321046.88
2341,208235.47
2342,209821.58
2343,224516.95
2344,208332.0
2345,249024.42
2346,198113.16
2347,195350.61
2348,194679.73
2349,170013.86
2350,232468.4
2351,225789.94
2352,244414.19
2353,261616.56
2354,111757.016
2355,116727.336
2356,167255.84
2357,210944.58
2358,185299.77
2359,118507.09
2360,117135.586
2361,172412.2
2362,251702.34
2363,146233.64
2364,158818.72
2365,196912.42
2366,164464.39
2367,209780.17
2368,186259.1
2369,215552.44
2370,154456.56
2371,158998.12
2372,202297.88
2373,214832.73
2374,297667.78
2375,203995.48
2376,296708.44
2377,339047.3
2378,147849.52
2379,241135.08
2380,152028.66
2381,186114.77
2382,201110.08
2383,215075.88
2384,212627.27
2385,158411.95
2386,136005.02
2387,135026.92
2388,127149.086
2389,139680.22
2390,151203.33
2391,173578.69
2392,117698.18
2393,165363.6
2394,148022.25
2395,205833.17
2396,160630.78
2397,222884.52
2398,135551.66
2399,71810.68
2400,61305.1
2401,106893.016
2402,142013.95
2403,243695.66
2404,154404.14
2405,179624.36
2406,122483.67
2407,130581.02
2408,174614.52
2409,149129.27
2410,212777.36
2411,120565.52
2412,168665.08
2413,157473.53
2414,137672.62
2415,212585.2
2416,134094.02
2417,132888.52
2418,114751.0
2419,172021.3
2420,129136.695
2421,179094.52
2422,132207.92
2423,124197.97
2424,188272.5
2425,324870.06
2426,175219.61
2427,110793.34
2428,150722.58
2429,111051.73
2430,122005.59
2431,146624.58
2432,131558.14
2433,152362.08
2434,159269.39
2435,177637.92
2436,82023.57
2437,112384.7
2438,118493.02
2439,147238.47
2440,163795.55
2441,119594.625
2442,112424.03
2443,134221.11
2444,145848.66
2445,108789.75
2446,182659.52
2447,209455.97
2448,158238.52
2449,135958.1
2450,177583.27
2451,131966.69
2452,234123.19
2453,87737.31
2454,123435.25
2455,120576.984
2456,147697.83
2457,118847.74
2458,108609.31
2459,109337.94
2460,165644.58
2461,128602.66
2462,143254.78
2463,140005.78
2464,214163.97
2465,162665.28
2466,162744.77
2467,142822.56
2468,113925.49
2469,130002.94
2470,234668.17
2471,178508.97
2472,243885.12
2473,148436.94
2474,139197.42
2475,222878.27
2476,119557.39
2477,126384.59
2478,207189.33
2479,143440.7
2480,152217.47
2481,129747.56
2482,137002.7
2483,112242.94
2484,145213.81
2485,120074.125
2486,168521.98
2487,250180.0
2488,119810.41
2489,168968.97
2490,148333.27
2491,103119.04
2492,201002.52
2493,155814.83
2494,214084.27
2495,128756.29
2496,269192.56
2497,165326.98
2498,123078.55
2499,83149.78
2500,129432.234
2501,164107.84
2502,154633.84
2503,144182.11
2504,201616.7
2505,192153.73
2506,261647.52
2507,321098.47
2508,261647.52
2509,242256.7
2510,224155.95
2511,182674.8
2512,192455.64
2513,204416.61
2514,205617.08
2515,176294.02
2516,142925.25
2517,135780.67
2518,133847.83
2519,205392.47
2520,184195.34
2521,178556.45
2522,192300.45
2523,129325.0
2524,138412.17
2525,157204.64
2526,178595.28
2527,117347.72
2528,128204.05
2529,140562.7
2530,136595.39
2531,235425.73
2532,209566.77
2533,184110.77
2534,214666.3
2535,265872.53
2536,212042.2
2537,186628.6
2538,163851.64
2539,177956.31
2540,180733.84
2541,157799.4
2542,153384.77
2543,129732.984
2544,161108.36
2545,169760.7
2546,182209.05
2547,153499.83
2548,184240.2
2549,153343.64
2550,688274.75
2551,137677.12
2552,132950.72
2553,75423.05
2554,123164.27
2555,93182.64
2556,107362.39
2557,136084.94
2558,203284.34
2559,177498.33
2560,119240.74
2561,97098.54
2562,125008.086
2563,126494.336
2564,155214.67
2565,114124.95
2566,163938.98
2567,155152.08
2568,222144.95
2569,211069.77
2570,117933.61
2571,240555.0
2572,151572.83
2573,242605.55
2574,265884.6
2575,165851.89
2576,126595.43
2577,183608.05
2578,88134.766
2579,74087.29
2580,150588.7
2581,179478.89
2582,112987.42
2583,218735.02
2584,169876.33
2585,211522.06
2586,203858.64
2587,204080.28
2588,122569.89
2589,152515.27
2590,208357.77
2591,222493.14
2592,222050.7
2593,213838.27
2594,180844.2
2595,180398.42
2596,275387.3
2597,213077.14
2598,232872.72
2599,288508.94
2600,238012.81
2601,136455.61
2602,100769.8
2603,98792.78
2604,80172.625
2605,104111.45
2606,164221.58
2607,188550.22
2608,222913.83
2609,157921.14
2610,80741.08
2611,204852.58
2612,165802.94
2613,103552.84
2614,113277.93
2615,173615.44
2616,132317.48
2617,280854.94
2618,212507.38
2619,248595.45
2620,155719.33
2621,164043.52
2622,174207.58
2623,213995.39
2624,285569.4
2625,318425.2
2626,158290.0
2627,168342.06
2628,288943.47
2629,337630.0
2630,252809.12
2631,317745.62
2632,286913.44
2633,233634.98
2634,283846.62
2635,164301.27
2636,190487.05
2637,166896.72
2638,222064.56
2639,183567.83
2640,157272.2
2641,141528.86
2642,204558.34
2643,118657.77
2644,148201.89
2645,95536.94
2646,90535.06
2647,100805.984
2648,151013.73
2649,154957.39
2650,137169.42
2651,160848.52
2652,314446.94
2653,259153.86
2654,271867.12
2655,308959.56
2656,237941.16
2657,248189.05
2658,237441.64
2659,245198.78
2660,284251.06
2661,283928.3
2662,271573.12
2663,249657.53
2664,220063.77
2665,269022.0
2666,233884.28
2667,145739.58
2668,153449.36
2669,179270.5
2670,240130.66
2671,153449.36
2672,178761.83
2673,191885.02
2674,193559.03
2675,159355.69
2676,165232.98
2677,189617.3
2678,235731.88
2679,244403.1
2680,253881.75
2681,310829.44
2682,286950.9
2683,380616.3
2684,279047.5
2685,290554.47
2686,234091.72
2687,270011.12
2688,208501.52
2689,189713.2
2690,331786.56
2691,190545.94
2692,116544.95
2693,206629.92
2694,115314.56
2695,175626.08
2696,163137.2
2697,209660.3
2698,174804.77
2699,199330.39
2700,172500.98
2701,141015.39
2702,160220.39
2703,151530.2
2704,166284.52
2705,127875.74
2706,116415.055
2707,138718.33
2708,132307.48
2709,90468.34
2710,119484.84
2711,297763.7
2712,311760.06
2713,174280.84
2714,132652.67
2715,156326.17
2716,123827.33
2717,158955.36
2718,221366.39
2719,169901.02
2720,185746.3
2721,155333.45
2722,187278.08
2723,146255.52
2724,116832.516
2725,131021.89
2726,172166.88
2727,178216.2
2728,178613.73
2729,153610.33
2730,156123.45
2731,101497.836
2732,126723.266
2733,185416.05
2734,187594.08
2735,145258.83
2736,149547.86
2737,115113.65
2738,217505.48
2739,171681.6
2740,142964.03
2741,166416.67
2742,177984.02
2743,158686.83
2744,148243.42
2745,132830.06
2746,127147.01
2747,149006.55
2748,149301.9
2749,131345.36
2750,135342.39
2751,111900.016
2752,252774.9
2753,217754.7
2754,346067.97
2755,170205.02
2756,102023.625
2757,132047.9
2758,81313.766
2759,165842.83
2760,208007.14
2761,142546.84
2762,145964.8
2763,211026.98
2764,140989.84
2765,257921.86
2766,181475.48
2767,100256.62
2768,164414.3
2769,144963.23
2770,157297.36
2771,116630.03
2772,103423.88
2773,204426.0
2774,172352.69
2775,159252.64
2776,150680.47
2777,164901.03
2778,88373.44
2779,207522.03
2780,130591.76
2781,102256.3
2782,124039.65
2783,123904.66
2784,152146.73
2785,163412.72
2786,70156.1
2787,134774.98
2788,103291.5
2789,215789.73
2790,88886.984
2791,156970.61
2792,102891.71
2793,161268.98
2794,116426.05
2795,117963.016
2796,98362.78
2797,274532.94
2798,139181.77
2799,123346.92
2800,76437.82
2801,127913.96
2802,144083.7
2803,263738.2
2804,144208.98
2805,85468.08
2806,100600.8
2807,131615.23
2808,159274.66
2809,123847.81
2810,134172.42
2811,191574.42
2812,162036.42
2813,269348.44
2814,267869.66
2815,116212.83
2816,248944.4
2817,156561.77
2818,133397.78
2819,155816.98
2820,174027.8
2821,116008.7
2822,227000.69
2823,379295.47
2824,225924.31
2825,150071.03
2826,133766.95
2827,163830.25
2828,234900.27
2829,238652.27
2830,250682.33
2831,186419.64
2832,246010.52
2833,242319.23
2834,203395.27
2835,227836.61
2836,179023.55
2837,196409.34
2838,156460.66
2839,160025.02
2840,207436.2
2841,181660.77
2842,196898.42
2843,131615.39
2844,187290.58
2845,112594.84
2846,189747.02
2847,183009.78
2848,181694.5
2849,193322.67
2850,235300.06
2851,206634.2
2852,209236.7
2853,210198.72
2854,123001.914
2855,198771.95
2856,187589.83
2857,175994.36
2858,188097.0
2859,156728.27
2860,100507.26
2861,155135.17
2862,187592.55
2863,90424.414
2864,229964.73
2865,137666.25
2866,173424.73
2867,98556.016
2868,160426.36
2869,169637.25
2870,193855.95
2871,114471.34
2872,71549.35
2873,125559.72
2874,156346.52
2875,148674.7
2876,134837.3
2877,132932.02
2878,151048.16
2879,147619.69
2880,127546.086
2881,151735.7
2882,177219.58
2883,184223.14
2884,174035.58
2885,168372.58
2886,217001.42
2887,117473.625
2888,156690.98
2889,66100.61
2890,84920.375
2891,170035.64
2892,57976.926
2893,107151.6
2894,66141.92
2895,230083.02
2896,224218.77
2897,229221.08
2898,237964.84
2899,205020.45
2900,172907.25
2901,225571.64
2902,191631.48
2903,272377.75
2904,264825.03
2905,128232.47
2906,217283.67
2907,110304.17
2908,112082.97
2909,268081.72
2910,69790.7
2911,100769.8
2912,163361.42
2913,104124.01
2914,80172.625
2915,80172.625
2916,104167.31
2917,182379.17
2918,94578.62
2919,218319.75
