last_up,last_down,last_right,last_left,food_up,food_down,food_left,food_right,dist_x_to_body,dist_y_to_body,dist_to_top_wall,dist_to_down_wall,dist_to_left_wall,dist_to_right_wall,Pear_center_x,Pear_center_y,Pear_to_top,Pear_to_bottom,Pear_to_right,Pear_to_left
0,1,0,0,0,0,0,1,0,0,696,104,784,16,792,48,752,48,8,792
0,1,0,0,0,0,0,1,0,0,704,96,784,16,792,48,752,48,8,792
0,1,0,0,0,0,0,1,0,0,712,88,784,16,792,48,752,48,8,792
0,1,0,0,0,0,0,1,0,0,720,80,784,16,792,48,752,48,8,792
0,1,0,0,0,0,1,0,0,-8,728,72,784,16,608,704,96,704,192,608
0,1,0,0,0,0,1,0,0,-16,736,64,784,16,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,736,64,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,728,72,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,720,80,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,712,88,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,704,96,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,696,104,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,688,112,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,680,120,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,672,128,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,664,136,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,656,144,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,648,152,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,640,160,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,632,168,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,624,176,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,616,184,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,608,192,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,600,200,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,592,208,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,584,216,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,576,224,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,568,232,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,560,240,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,552,248,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,544,256,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,536,264,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,528,272,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,520,280,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,512,288,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,504,296,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,496,304,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,488,312,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,480,320,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,472,328,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,464,336,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,456,344,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,448,352,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,440,360,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,432,368,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,424,376,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,416,384,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,408,392,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,400,400,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,392,408,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,384,416,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,376,424,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,368,432,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,360,440,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,352,448,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,344,456,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,336,464,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,328,472,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,320,480,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,312,488,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,304,496,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,296,504,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,288,512,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,280,520,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,272,528,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,264,536,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,256,544,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,248,552,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,240,560,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,232,568,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,224,576,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,216,584,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,208,592,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,200,600,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,192,608,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,184,616,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,176,624,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,168,632,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,160,640,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,152,648,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,144,656,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,136,664,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,128,672,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,120,680,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,112,688,776,24,608,704,96,704,192,608
1,0,0,0,0,0,1,0,0,0,104,696,776,24,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,768,32,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,760,40,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,752,48,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,744,56,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,736,64,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,728,72,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,720,80,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,712,88,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,704,96,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,696,104,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,688,112,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,680,120,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,672,128,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,664,136,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,656,144,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,648,152,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,640,160,608,704,96,704,192,608
0,0,0,1,0,0,1,0,0,0,104,696,632,168,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,624,176,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,616,184,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,608,192,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,600,200,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,592,208,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,584,216,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,576,224,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,568,232,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,560,240,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,552,248,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,544,256,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,536,264,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,528,272,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,520,280,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,512,288,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,504,296,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,496,304,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,488,312,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,480,320,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,472,328,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,464,336,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,456,344,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,448,352,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,440,360,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,432,368,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,424,376,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,416,384,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,408,392,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,400,400,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,392,408,376,328,472,328,424,376
0,0,0,1,0,0,1,0,0,0,104,696,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,112,688,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,120,680,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,128,672,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,136,664,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,144,656,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,152,648,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,160,640,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,168,632,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,176,624,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,184,616,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,192,608,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,200,600,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,208,592,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,216,584,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,224,576,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,232,568,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,240,560,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,248,552,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,256,544,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,264,536,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,272,528,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,280,520,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,288,512,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,296,504,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,304,496,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,312,488,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,320,480,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,328,472,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,336,464,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,344,456,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,352,448,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,360,440,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,368,432,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,376,424,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,384,416,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,392,408,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,400,400,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,408,392,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,416,384,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,424,376,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,432,368,384,416,376,328,472,328,424,376
0,1,0,0,0,0,1,0,0,0,440,360,384,416,376,328,472,328,424,376
0,1,0,0,0,0,0,1,0,-40,448,352,384,416,792,512,288,512,8,792
0,1,0,0,0,0,0,1,0,0,456,344,384,416,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,392,408,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,400,400,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,408,392,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,416,384,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,424,376,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,432,368,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,440,360,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,448,352,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,456,344,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,464,336,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,472,328,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,480,320,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,488,312,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,496,304,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,504,296,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,512,288,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,520,280,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,528,272,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,536,264,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,544,256,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,552,248,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,560,240,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,568,232,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,576,224,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,584,216,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,592,208,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,600,200,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,608,192,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,616,184,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,624,176,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,632,168,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,640,160,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,648,152,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,656,144,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,664,136,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,672,128,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,680,120,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,688,112,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,696,104,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,704,96,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,712,88,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,720,80,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,728,72,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,736,64,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,744,56,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,752,48,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,760,40,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,768,32,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,776,24,792,512,288,512,8,792
0,0,1,0,0,0,0,1,0,0,456,344,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,448,352,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,440,360,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,432,368,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,424,376,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,416,384,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,408,392,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,400,400,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,392,408,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,384,416,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,376,424,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,368,432,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,360,440,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,352,448,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,344,456,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,336,464,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,328,472,784,16,792,512,288,512,8,792
1,0,0,0,0,0,0,1,0,0,320,480,784,16,792,512,288,512,8,792
1,0,0,0,0,0,1,0,0,56,312,488,784,16,152,392,408,392,648,152
1,0,0,0,0,0,1,0,0,64,304,496,784,16,152,392,408,392,648,152
0,0,0,1,0,0,1,0,0,0,304,496,776,24,152,392,408,392,648,152
0,1,0,0,0,0,1,0,0,0,312,488,776,24,152,392,408,392,648,152
0,1,0,0,0,0,1,0,0,0,320,480,776,24,152,392,408,392,648,152
0,1,0,0,0,0,1,0,0,0,328,472,776,24,152,392,408,392,648,152
0,1,0,0,0,0,1,0,0,0,336,464,776,24,152,392,408,392,648,152
0,1,0,0,0,0,1,0,0,0,344,456,776,24,152,392,408,392,648,152
0,1,0,0,0,0,1,0,0,0,352,448,776,24,152,392,408,392,648,152
0,1,0,0,0,0,1,0,0,0,360,440,776,24,152,392,408,392,648,152
0,1,0,0,0,0,1,0,0,0,368,432,776,24,152,392,408,392,648,152
